Id,Sales
1,4372.3477
2,6901.0093
3,8828.56
4,5340.4043
5,6637.1934
6,5350.9634
7,7856.427
8,7397.069
9,4987.192
10,5688.8574
11,6216.636
12,8018.29
13,6562.5376
14,8022.977
15,5302.6597
16,4630.2227
17,5251.895
18,9470.882
19,11398.066
20,9352.476
21,7142.3726
22,5094.1914
23,5500.6133
24,4112.2285
25,7724.5557
26,9641.586
27,8837.506
28,5578.392
29,4756.394
30,4667.726
31,4973.3105
32,10023.582
33,7085.9727
34,4808.642
35,5135.4478
36,7193.0493
37,3739.1694
38,7135.8647
39,3826.6475
40,6085.1816
41,7143.7266
42,5300.113
43,6570.449
44,6516.5938
45,4180.0635
46,6681.727
47,6417.082
48,10074.336
49,5767.0073
50,7842.4863
51,6951.861
52,9370.406
53,6428.0254
54,9098.028
55,4815.2593
56,4492.5483
57,6054.1396
58,5549.815
59,8856.332
60,7399.9097
61,5578.147
62,7247.9985
63,6440.799
64,9254.966
65,3632.811
66,12811.833
67,4529.768
68,5862.9414
69,8310.035
70,5598.966
71,5508.448
72,5859.969
73,6937.202
74,4619.405
75,4840.3066
76,7327.031
77,7264.5566
78,7047.796
79,4238.351
80,6859.1733
81,10086.082
82,6423.9043
83,4574.949
84,6362.8594
85,5854.511
86,6709.954
87,6473.5703
88,3682.3267
89,7633.8486
90,5973.092
91,7045.1772
92,6758.7856
93,4328.3784
94,6436.3633
95,4969.023
96,7041.746
97,8962.25
98,5104.1484
99,4789.875
100,5945.1006
101,5737.7954
102,5561.365
103,7872.6157
104,6576.3906
105,7419.739
106,5627.712
107,4374.0645
108,5868.672
109,7207.225
110,8043.003
111,7350.9116
112,7523.848
113,5788.9395
114,7926.4644
115,5484.7705
116,7978.3667
117,8617.359
118,6347.3486
119,9765.775
120,7699.317
121,7599.3687
122,5606.7754
123,6795.238
124,7452.976
125,6529.7163
126,3886.7576
127,5124.353
128,7362.724
129,7037.144
130,4849.3438
131,8905.338
132,6585.463
133,5655.0767
134,5584.1865
135,5479.615
136,7180.413
137,6732.026
138,6693.924
139,4529.9
140,4591.502
141,6490.0415
142,3374.684
143,6171.688
144,4745.381
145,8333.63
146,6950.122
147,6331.0186
148,8394.264
149,5033.0015
150,4540.7925
151,9930.57
152,6640.615
153,7963.326
154,7440.27
155,4806.195
156,5647.26
157,5378.7866
158,7298.297
159,11278.31
160,5874.2505
161,2837.3555
162,4413.514
163,8156.758
164,8929.598
165,5952.531
166,7056.5527
167,4438.589
168,4994.6997
169,2880.7397
170,4663.7725
171,5645.0654
172,6263.3174
173,7104.304
174,5940.3164
175,7389.4688
176,8452.734
177,7310.4336
178,4318.352
179,9172.243
180,10790.099
181,6320.3145
182,7516.7075
183,4768.3965
184,6315.399
185,3685.9036
186,7321.5835
187,5163.513
188,8370.857
189,6898.8447
190,8151.8784
191,8347.099
192,5185.264
193,8372.879
194,18394.812
195,10289.764
196,5890.022
197,2570.8975
198,5879.715
199,9434.333
200,5547.5083
201,11081.314
202,18508.188
203,2939.6348
204,5050.524
205,8353.479
206,4839.089
207,9695.846
208,6485.98
209,7157.943
210,3371.8918
211,7162.344
212,5999.92
213,7223.824
214,8552.706
215,5545.4937
216,5713.288
217,6819.091
218,4914.7666
219,4554.324
220,7761.1216
221,5304.416
222,6176.7974
223,7274.5796
224,5731.162
225,4859.0205
226,7352.253
227,7071.9106
228,8146.838
229,6036.967
230,6488.42
231,5356.116
232,3139.1362
233,6194.8003
234,6976.4507
235,4663.7544
236,4345.8726
237,9281.205
238,6781.701
239,9071.771
240,6488.07
241,5374.611
242,5363.6514
243,4043.154
244,9593.2
245,4660.5254
246,7731.6533
247,14436.77
248,7067.079
249,6576.042
250,4561.3726
251,4512.5396
252,7109.4717
253,3693.8237
254,6497.1953
255,9484.805
256,5203.2065
257,14660.974
258,13830.131
259,4482.536
260,7186.78
261,4937.671
262,6501.0293
263,5328.1357
264,10433.053
265,7170.8506
266,8737.009
267,4545.944
268,6781.713
269,4178.996
270,8634.084
271,6865.571
272,6061.84
273,6293.271
274,5010.2866
275,7865.9937
276,9231.091
277,5570.911
278,9925.946
279,6371.2383
280,9438.575
281,4230.9463
282,4986.8755
283,4981.7314
284,9237.628
285,6275.613
286,7422.296
287,7014.4834
288,8639.681
289,4020.4817
290,7468.8047
291,6071.083
292,3723.5632
293,14746.699
294,17655.018
295,6862.2593
296,7746.3364
297,9246.929
298,9965.106
299,10057.64
300,6081.493
301,7816.476
302,5801.354
303,7787.827
304,3948.4358
305,5589.772
306,5120.671
307,5744.5513
308,7673.0425
309,4808.8506
310,4441.639
311,5796.5835
312,3308.1807
313,4518.3706
314,5125.5244
315,6313.7275
316,8580.671
317,8511.419
318,7365.7666
319,5979.36
320,5865.353
321,10985.204
322,8260.486
323,5564.118
324,4191.3296
325,8865.69
326,4224.824
327,6629.3965
328,3504.3232
329,5173.658
330,7571.424
331,5565.6113
332,5080.356
333,8192.005
334,9182.057
335,10849.143
336,5757.0166
337,9012.566
338,3529.1033
339,5010.017
340,5940.649
341,3956.034
342,7716.5864
343,5364.269
344,5229.829
345,8871.384
346,10893.372
347,8513.569
348,5223.6123
349,5158.371
350,7973.5234
351,6472.6597
352,6076.6055
353,4310.4043
354,6915.415
355,9219.6875
356,4273.4746
357,6381.64
358,7227.8813
359,8151.854
360,13187.026
361,5777.3955
362,12163.723
363,6618.427
364,4792.226
365,3579.709
366,6441.4243
367,5417.6514
368,4853.1963
369,7171.4414
370,4308.3037
371,4251.626
372,6774.801
373,3403.8325
374,7873.905
375,6350.941
376,7586.764
377,7501.621
378,4963.955
379,8873.437
380,6385.882
381,4904.8667
382,4937.409
383,5291.7856
384,10699.938
385,6644.96
386,4478.2583
387,7580.7866
388,7906.356
389,6674.2803
390,6142.777
391,8537.231
392,5293.383
393,5134.7524
394,5530.209
395,8467.829
396,5983.889
397,6305.9736
398,5534.4976
399,4713.3174
400,3678.717
401,5147.663
402,8193.408
403,7926.884
404,10303.474
405,10522.612
406,7434.1587
407,4134.0645
408,4557.0527
409,10583.971
410,9624.494
411,7317.647
412,8485.127
413,9167.239
414,5243.2607
415,3957.4868
416,10086.491
417,5300.4233
418,6331.396
419,6126.503
420,2377.6323
421,11381.141
422,5317.247
423,4818.704
424,4476.3066
425,5037.813
426,6616.2236
427,8619.175
428,6614.9893
429,4379.684
430,4394.8228
431,4239.3745
432,3247.7979
433,6774.012
434,17963.934
435,5313.307
436,5230.068
437,6625.552
438,4535.6113
439,5066.9834
440,4250.028
441,4407.44
442,7187.2373
443,6603.692
444,4024.2395
445,8723.412
446,6009.5825
447,5044.4624
448,7876.155
449,7617.0854
450,9752.768
451,5367.027
452,7055.1855
453,4395.3823
454,5479.7056
455,14863.732
456,8891.617
457,5944.0146
458,4596.673
459,4392.3774
460,5706.606
461,4474.9883
462,9159.326
463,5094.024
464,5515.3823
465,6736.9624
466,4495.719
467,6397.0405
468,6786.3022
469,7440.512
470,6849.009
471,4177.5967
472,5555.6367
473,6492.8984
474,9271.247
475,8522.392
476,6516.2134
477,4292.097
478,7019.0864
479,5746.302
480,4133.4
481,7524.6826
482,7080.0195
483,6640.1787
484,5250.715
485,6246.6904
486,7199.2935
487,5046.507
488,6460.244
489,6373.6265
490,5844.768
491,8461.376
492,5571.8306
493,4729.2715
494,10940.474
495,5652.3306
496,3208.4292
497,8074.629
498,8759.616
499,10532.192
500,5067.4917
501,5546.467
502,5655.5522
503,7774.89
504,5801.114
505,7770.893
506,3145.025
507,5875.906
508,5896.1025
509,5471.668
510,4288.0063
511,6811.075
512,8559.394
513,4452.078
514,8261.558
515,6907.6367
516,8999.752
517,3992.8335
518,6216.167
519,5907.7354
520,6914.0586
521,8611.419
522,4247.783
523,6672.5415
524,7326.2896
525,7233.008
526,4323.8384
527,3548.717
528,6926.013
529,6880.5103
530,8023.1616
531,7138.3
532,5586.3525
533,8258.604
534,7238.137
535,6939.47
536,7799.805
537,5287.5786
538,7637.4385
539,9881.585
540,7868.528
541,4179.9126
542,5278.1934
543,3965.438
544,0.0
545,8405.642
546,5385.466
547,8885.271
548,4000.9983
549,6870.174
550,6444.044
551,10571.947
552,4173.358
553,5222.831
554,5565.538
555,7709.7783
556,4780.8687
557,7064.6763
558,7086.462
559,9608.963
560,6255.277
561,6716.918
562,5536.8765
563,4572.9644
564,4577.4287
565,10360.234
566,9333.008
567,5943.45
568,14199.781
569,6030.5156
570,4810.386
571,6236.92
572,8275.956
573,9120.423
574,6478.3667
575,7256.3726
576,7704.6245
577,6922.584
578,5825.1094
579,5539.0933
580,5455.1157
581,4629.02
582,3685.2163
583,5074.1094
584,8834.145
585,15061.874
586,6179.274
587,4578.361
588,7085.08
589,3482.5134
590,5942.9077
591,3263.2915
592,8560.124
593,5854.6284
594,5991.6304
595,12857.609
596,10193.97
597,6557.3926
598,6411.5425
599,3296.4636
600,5423.5293
601,5348.5854
602,8231.353
603,4825.6104
604,3695.267
605,5710.0547
606,5272.73
607,7933.1724
608,6068.331
609,2959.9673
610,6827.464
611,7411.668
612,7505.298
613,4737.3643
614,4308.272
615,7498.456
616,3714.5847
617,9532.023
618,5009.4604
619,4604.008
620,6590.0786
621,5652.6
622,4450.324
623,5998.7334
624,6858.1323
625,9020.639
626,9628.942
627,5431.0186
628,3830.1873
629,5476.3164
630,8370.768
631,4801.531
632,6297.702
633,6023.209
634,11130.41
635,7551.48
636,5694.6123
637,6806.418
638,4066.7703
639,8718.033
640,5408.305
641,12145.021
642,6088.645
643,5339.473
644,5025.8984
645,3727.1953
646,7366.2983
647,16621.531
648,4199.3096
649,4278.2124
650,9529.672
651,6517.234
652,6326.953
653,7940.8696
654,6067.9814
655,5106.378
656,4518.408
657,9414.273
658,5829.8804
659,6919.2485
660,6601.1997
661,4647.7554
662,6756.9014
663,5347.2993
664,3293.8057
665,8477.694
666,8360.518
667,4096.551
668,7271.0996
669,6731.3076
670,4016.8687
671,9093.062
672,5848.548
673,8612.3545
674,4373.664
675,4893.937
676,6454.8486
677,0.0
678,7422.692
679,4100.8896
680,6307.224
681,4826.3506
682,5367.8955
683,5305.7866
684,6354.9463
685,6802.9214
686,7807.3257
687,5592.9385
688,7690.9326
689,6295.8774
690,8294.287
691,9083.875
692,6537.6895
693,3091.908
694,5854.631
695,7471.666
696,4418.445
697,10965.353
698,5711.338
699,8676.502
700,10890.939
701,5892.9014
702,4423.4155
703,10824.732
704,9479.213
705,5252.2554
706,8791.815
707,9945.559
708,5507.1294
709,5167.534
710,6732.809
711,5920.847
712,5557.5474
713,7042.0923
714,4714.6562
715,6441.177
716,7378.9565
717,6300.4976
718,7634.0874
719,5537.117
720,6454.772
721,3721.0105
722,7584.916
723,6924.2476
724,5818.512
725,6714.2285
726,6474.705
727,9339.043
728,5761.469
729,4957.2847
730,5745.381
731,6394.4883
732,7546.172
733,3957.079
734,4015.1638
735,7904.3774
736,6126.3247
737,5717.3193
738,7563.829
739,6318.396
740,6613.2183
741,4502.573
742,4115.7305
743,6686.7173
744,6269.2017
745,6587.1978
746,9427.801
747,8015.9985
748,4764.9644
749,8940.704
750,3438.6038
751,3593.3218
752,6302.4683
753,11622.44
754,7697.0635
755,7085.554
756,4763.151
757,6842.729
758,9784.915
759,5852.5312
760,7851.4634
761,6179.782
762,4333.9956
763,5155.0864
764,5270.17
765,5876.0566
766,4503.1924
767,4875.2256
768,4172.422
769,6869.515
770,7438.8125
771,4764.996
772,6272.2354
773,6280.66
774,5052.7344
775,4746.813
776,8338.438
777,8127.2637
778,5432.1875
779,4175.598
780,12575.627
781,5866.7544
782,5659.9526
783,8814.301
784,8079.1646
785,7435.705
786,5476.9326
787,7285.2007
788,9940.256
789,12706.47
790,5038.8486
791,4623.5293
792,4620.094
793,6576.809
794,5869.072
795,7669.663
796,8862.538
797,5272.317
798,4023.2048
799,6460.938
800,7896.6465
801,4891.4077
802,6727.511
803,3692.3635
804,7154.9946
805,7617.8877
806,7407.591
807,9085.122
808,6054.075
809,3516.2317
810,5795.1143
811,7199.2705
812,7823.6597
813,7275.0728
814,6829.4365
815,6441.601
816,4083.2249
817,9508.285
818,4144.292
819,11201.367
820,5250.9077
821,3979.1165
822,6588.465
823,5897.927
824,7216.8774
825,7075.2617
826,3568.5173
827,4339.0063
828,6729.24
829,9016.234
830,9574.494
831,4413.7544
832,5963.146
833,7884.551
834,5876.256
835,5084.0464
836,9598.033
837,7924.391
838,10992.716
839,4004.0676
840,5051.3984
841,0.0
842,7649.061
843,5557.72
844,9876.654
845,6627.0923
846,4528.8794
